id_contrato,id_cliente,tipo_seguro,data_inicio,data_fim,valor_premio_mensal,satisfacao_ultima_avaliacao,canal_venda,renovado_automaticamente
2b6e66d4-c4f2-44b9-8942-dfe92598b136,C00547,Auto,2024-05-28,2024-11-24,1156.86,Baixa,Site,False
7f5b7348-d93e-4ab3-b123-fffc588b5f90,C03906,Vida,2024-12-10,2025-12-10,708.88,Alta,Corretor,False
19fbb1f4-6031-4b42-ab9d-8f4c1f4b4b91,C01832,Residencial,2023-06-19,2024-06-18,794.67,Média,Agência Física,False
19b738f1-21bc-4fba-90cb-f5800bfc9a80,C03957,Empresarial,2025-04-08,2025-10-05,989.65,Baixa,App,False
2ed30b74-dd10-43ec-9305-67d5adc7e94a,C03323,Residencial,2025-05-16,2027-05-16,776.34,Média,Corretor,False
02efa683-018b-47f0-8674-2a5c1a40fa66,C04007,Auto,2023-09-19,2024-09-18,531.06,Média,Site,True
c62fc8e5-40c3-4531-a34b-6074f9067534,C04924,Auto,2023-01-16,2023-07-15,637.31,Baixa,App,False
0fd642b5-79dd-4113-8a12-d466da9527c5,C02217,Saúde,2023-03-01,2024-02-29,1008.4,Média,Corretor,True
a10f205f-682b-4934-abdb-9715e9afd1f6,C02899,Saúde,2023-02-23,2025-02-22,688.83,Alta,App,True
0343fa9b-f9b3-4b8a-a5e5-14e98b8adc83,C02708,Auto,2024-03-25,2024-09-21,273.97,Baixa,Corretor,False
5d76bd85-4c32-4421-b104-e965c934d8cb,C03438,Residencial,2023-11-07,2024-05-05,466.41,Média,App,True
59d92344-fc03-4d09-bdc3-1a1699ed2179,C04617,Saúde,2022-11-12,2023-11-12,153.48,Alta,App,False
65755cc3-88d6-4055-8250-d5a4c11f2983,C03163,Residencial,2024-10-04,2025-04-02,943.92,Média,App,True
15c90c2a-fdd5-4cba-9719-aaa1276c7a26,C00210,Saúde,2025-03-07,2025-09-03,1033.56,Alta,Site,True
adb5bf63-923c-4408-9bc1-8aab9d94bd6b,C04253,Residencial,2025-06-11,2027-06-11,445.84,Média,Corretor,False
2f128173-1b5b-49b6-a60f-596ee7fe9214,C04065,Vida,2025-02-19,2026-02-19,1279.26,Baixa,Corretor,True
6be6e985-b5ff-4a60-bc3b-e93f5b161898,C04543,Residencial,2022-12-15,2024-12-14,228.58,Alta,Agência Física,False
2e032332-ee42-43ac-9a32-7b7e1b6d51f8,C04079,Saúde,2023-04-29,2023-10-26,391.03,Alta,Corretor,True
d31bc352-aabc-42d9-bf8c-63fbab85ddbe,C02869,Vida,2024-06-18,2025-06-18,1404.17,Baixa,Agência Física,True
37744c3b-5aea-48f3-8c06-1a9b5f4f791e,C02937,Auto,2025-03-22,2027-03-22,227.06,Baixa,App,True
5eecdfdf-639a-48c7-a535-65e628e79efd,C02895,Residencial,2023-07-19,2025-07-18,1300.94,Alta,Agência Física,True
6eb8aad0-2b76-4c4a-8cd4-7ec75b8bc9f0,C04731,Auto,2024-04-08,2025-04-08,1252.48,Média,Site,True
b89d52c4-6928-4c9c-a337-3b53cd987ff1,C01870,Vida,2024-07-11,2025-01-07,872.11,Baixa,Site,False
306ae8ad-88ff-4a57-bfb1-d47c1d846037,C03836,Empresarial,2024-05-02,2025-05-02,131.51,Baixa,Site,True
3bfaf7b2-5b29-4325-b3bf-65c53238bc9e,C04290,Residencial,2025-05-09,2027-05-09,1352.71,Alta,Corretor,False
72703305-2ae0-45ed-9ccb-9d912a2958d7,C00137,Vida,2025-06-16,2027-06-16,881.13,Média,Corretor,False
91175199-0bea-497a-99cc-0e76aef0acd1,C02350,Vida,2023-08-03,2024-08-02,110.31,Alta,Corretor,False
78d9a14b-0021-4c31-a9de-c2748abf1aae,C01957,Saúde,2025-01-20,2025-07-19,1023.6,Baixa,Site,True
9197290f-cb91-4822-82d6-fe78417e0677,C01478,Empresarial,2025-01-31,2026-01-31,424.15,Alta,App,False
5773514f-8c8a-4e99-bb0b-d4b0e64d7ff8,C01003,Residencial,2024-10-25,2025-10-25,874.12,Baixa,Agência Física,True
e78cd5ba-cfcb-44f7-9613-682fe16f9996,C01823,Auto,2023-03-31,2023-09-27,190.3,Média,Site,True
e24b1b89-92a7-4933-8245-396da5cf23a7,C02795,Empresarial,2022-10-18,2023-10-18,656.51,Média,Site,True
9bac04cf-5a99-488f-9873-6e2f7963bce7,C04858,Saúde,2023-06-17,2023-12-14,864.79,Alta,App,True
0be9b290-e11c-4103-9ef6-cc126c83ab60,C00484,Saúde,2024-10-24,2025-04-22,1457.58,Média,Agência Física,False
1677ec17-c7cf-4cdd-95d1-3348254668b9,C02211,Residencial,2024-03-10,2024-09-06,794.94,Alta,Corretor,True
a02db02d-2d5e-4c97-accc-f8c7535db82d,C01714,Auto,2024-01-20,2025-01-19,616.86,Média,Site,True
c462bfbb-1c36-4009-86af-60bd2fdb7ba9,C04872,Vida,2022-08-20,2024-08-19,458.13,Baixa,Site,True
10893198-6c5f-4f08-931b-10155ad54743,C03097,Residencial,2024-07-01,2025-07-01,1145.92,Média,App,True
2405114e-2111-4755-b79f-78b7625f51ed,C03317,Saúde,2025-06-14,2026-06-14,1274.97,Média,Agência Física,False
6e81c088-544b-416c-8242-f2d5347494e2,C00777,Residencial,2023-11-13,2025-11-12,529.22,Média,Agência Física,True
cbfb0cf4-bb8f-4d40-b0d5-d5cdb2eb4ca8,C02912,Residencial,2024-11-16,2025-11-16,1461.04,Média,Corretor,False
010c0e11-c83c-4d99-b12f-4102b4824c8c,C01143,Empresarial,2024-01-29,2026-01-28,1009.67,Baixa,App,True
8df8f581-6708-4628-a888-1297e4603b88,C04265,Auto,2025-04-19,2026-04-19,1161.89,Alta,App,False
f113f838-2fb5-496a-97e5-df190f90faba,C03546,Vida,2024-04-17,2025-04-17,1198.03,Baixa,Agência Física,True
950b35ff-a96d-48b4-aaa1-3c252992e5dc,C02620,Empresarial,2022-11-30,2023-11-30,487.33,Média,Site,True
fab13023-6e37-4f0b-a0d9-b700a0f430e0,C03017,Empresarial,2023-12-13,2024-06-10,1146.29,Baixa,App,True
7576c943-9c4a-441a-99d2-592069db7f5c,C04129,Vida,2023-02-01,2025-01-31,1489.33,Baixa,Corretor,False
7dabd770-bb04-4e10-b027-660fb390630e,C03555,Auto,2025-01-17,2026-01-17,332.02,Média,Agência Física,False
d5ecadd7-36a6-4a05-835a-d4c6f6899e16,C00423,Residencial,2024-01-09,2024-07-07,1140.11,Média,Site,True
dc06f3c9-fdc8-427d-a6f5-27e8ec0b1439,C01975,Saúde,2024-09-20,2025-03-19,900.88,Alta,Agência Física,False
1b78be39-fc41-4a91-851b-aa303f367fa9,C01134,Residencial,2025-01-21,2026-01-21,721.94,Média,App,False
b006fa57-f370-4872-8650-f3e9f6ace7f4,C02763,Empresarial,2022-09-12,2024-09-11,1291.59,Baixa,Corretor,False
1fa6f0c7-68c0-449e-a1ef-4d108e25cc39,C01576,Saúde,2022-07-15,2024-07-14,90.73,Baixa,Corretor,True
bbce80d7-7e47-42db-881b-1c325630a22e,C02207,Vida,2024-03-31,2026-03-31,738.86,Média,App,False
dc30991e-2924-45c7-8e5e-1590011427f2,C01317,Saúde,2024-01-20,2026-01-19,1371.17,Média,Site,False
dbeffdb8-20a7-4411-942d-ca9493a1f897,C03944,Vida,2024-11-20,2025-11-20,1432.8,Alta,Site,True
7aae53ba-45bf-4e0d-af80-d5e203a6bea6,C01714,Saúde,2025-04-21,2027-04-21,569.25,Média,Site,False
b479c946-134d-47a1-82a6-bd081657f426,C01519,Saúde,2023-08-09,2024-08-08,216.3,Alta,App,True
85667167-7269-41db-92d2-5e8ec596cda1,C01466,Saúde,2023-08-24,2025-08-23,1431.02,Alta,Corretor,True
353e7aa4-766d-4f75-9284-e62f470895ff,C01143,Auto,2024-02-01,2026-01-31,1311.2,Média,Corretor,False
b9fa9520-5830-49ec-8a38-de8356a7cf09,C01972,Saúde,2023-04-04,2025-04-03,436.0,Baixa,App,False
7bf6e83f-faf3-4f81-9599-886d4f909323,C02250,Residencial,2022-09-07,2023-09-07,475.05,Baixa,Corretor,False
3ff2a09d-4c39-42f4-888f-09bc852c7764,C04414,Vida,2023-06-17,2025-06-16,201.46,Alta,App,True
4d233101-7984-4caa-8c8a-62ec1a625f6d,C02844,Vida,2023-12-30,2024-12-29,119.75,Alta,Corretor,False
f1def58a-50c3-40d0-8767-269cd3464b70,C03890,Residencial,2022-12-30,2023-06-28,1028.19,Baixa,App,False
90f76c54-536d-469a-b552-3e6b8bee767e,C03660,Saúde,2023-05-20,2025-05-19,1430.74,Média,Site,True
a88c287a-b9cf-4922-b58c-2614c9738890,C03495,Saúde,2024-03-15,2026-03-15,1093.58,Baixa,Corretor,True
6883c037-3a42-4df2-a7bd-acde8a97832b,C01595,Residencial,2022-09-23,2023-03-22,164.75,Média,Corretor,False
689618e0-4756-46e4-979e-b90c572fe975,C04393,Empresarial,2023-08-21,2024-08-20,494.88,Baixa,Corretor,False
cc392aa2-b561-4b75-b1d6-42b7edadd581,C03591,Auto,2024-08-06,2025-08-06,1053.02,Baixa,Corretor,True
b73ca165-9ad7-40a9-b59e-0d0929656a99,C00167,Vida,2023-03-26,2025-03-25,1288.47,Baixa,Site,True
0e3641d9-d785-4271-b697-0a711fc56170,C04266,Residencial,2022-09-22,2024-09-21,640.99,Baixa,Corretor,False
a93a7fcc-3426-43ec-9f98-2ca1a6a70d7d,C01715,Empresarial,2025-01-23,2025-07-22,367.35,Alta,Agência Física,False
7cd2ad17-b16b-49bc-ace9-61d7fcf3467a,C00344,Empresarial,2024-07-16,2025-01-12,303.93,Média,Corretor,True
55506463-4fac-4296-ab11-6c24bfab70eb,C01931,Empresarial,2023-01-16,2023-07-15,522.47,Alta,Agência Física,False
52fb8a09-5b46-495f-afed-d277ea5802fa,C02305,Auto,2023-11-15,2025-11-14,977.0,Média,Corretor,False
aa2d6187-b3b1-47ea-a8d5-1c09c3511f83,C01824,Auto,2023-11-20,2025-11-19,404.81,Alta,App,True
a8dbe8c1-38bb-4a84-a741-77bb4f57c17e,C03181,Vida,2024-11-27,2025-11-27,1171.42,Média,Corretor,True
460ca6f4-5dd6-4fa3-8dd0-28068b1045bd,C04294,Residencial,2023-07-28,2024-07-27,1268.66,Média,App,False
69b833b7-6ddb-428b-95d5-036efb781350,C00022,Residencial,2023-05-21,2025-05-20,724.28,Média,Corretor,True
ecce41b8-e8a7-40b1-a22a-30d637e127c1,C04710,Auto,2022-11-10,2023-11-10,1164.61,Alta,App,False
a27fb247-480e-4963-b944-b0b396bcb8fb,C04318,Auto,2023-03-29,2024-03-28,131.67,Baixa,Site,True
e1f48592-77ee-45cf-b384-b1b0f41f164a,C00493,Empresarial,2022-11-30,2023-05-29,1345.23,Média,Site,True
8e730c31-ae84-4285-b4cc-ffd1dd60e291,C00852,Residencial,2024-02-22,2025-02-21,949.73,Média,Corretor,True
30f4ba00-8a49-4eac-a86a-a2a30f25047b,C03111,Residencial,2023-11-10,2024-05-08,473.99,Alta,Site,False
55b8a246-1870-468d-b17f-a9b8fae6920e,C04028,Saúde,2023-03-20,2025-03-19,488.8,Média,Corretor,True
51d83387-1377-4bef-bcc7-2534c95d1ef7,C00624,Residencial,2024-09-21,2025-09-21,159.49,Alta,Agência Física,True
a112541b-e13b-4036-ab8c-3b543e37d505,C01733,Saúde,2025-04-19,2027-04-19,356.96,Média,Agência Física,True
23fdc22d-f5c8-40de-b054-fd58f412ec9d,C03776,Auto,2024-05-16,2024-11-12,991.98,Alta,Site,True
114cefde-73c8-425d-b6fb-abda16092fa2,C04226,Auto,2025-01-11,2026-01-11,319.88,Baixa,App,False
356cc041-adc8-4305-b5e9-b0e397c226a7,C00250,Empresarial,2023-12-02,2024-12-01,711.2,Média,Agência Física,True
ea105c36-8b00-4c8c-83f7-951716b14a26,C01822,Vida,2023-03-21,2025-03-20,1182.21,Média,App,False
adfb52d9-6783-4850-b872-85e4a4153442,C03729,Residencial,2024-01-19,2026-01-18,586.7,Baixa,App,True
0470987e-9482-44e9-beef-a32deda46f32,C04612,Vida,2024-10-02,2026-10-02,495.64,Baixa,Corretor,True
57a452c6-c53d-4873-832b-4da519928915,C00048,Saúde,2022-07-14,2023-01-10,1440.65,Baixa,App,False
fb5c6994-787c-4714-89d9-1a80dca32e74,C01483,Saúde,2023-06-30,2023-12-27,912.84,Baixa,Agência Física,True
bcc11b96-fc4a-4748-8b8d-4f147b1bf448,C00907,Empresarial,2024-09-02,2025-09-02,857.51,Alta,Corretor,False
579e30a6-569e-4f0c-8d10-8b380a13077b,C04975,Vida,2025-02-19,2026-02-19,554.51,Alta,Agência Física,True
037bd2bd-843d-40fa-8279-f8ca7ca1f088,C03910,Vida,2022-11-15,2024-11-14,1481.33,Alta,Agência Física,True
0b6c6f9e-16fe-4b83-a27e-d9f674a952db,C01898,Residencial,2023-03-29,2025-03-28,418.83,Alta,Corretor,False
84b9e123-f8d6-4005-bfa2-21c7938cec2d,C00376,Vida,2023-04-16,2025-04-15,770.61,Baixa,Site,True
e9b60350-6baa-455e-a231-754b42daa62d,C01964,Vida,2024-11-03,2026-11-03,798.28,Média,Agência Física,True
dc2b70f0-b8ac-43bd-8ebd-e00abf152561,C01901,Empresarial,2024-06-10,2025-06-10,583.79,Alta,Agência Física,True
97218d00-f6ff-4229-b799-339bbf23775b,C04606,Saúde,2025-05-19,2026-05-19,107.2,Alta,App,False
ccd69b2d-6a8c-440b-8fec-a66b1d1299b1,C02087,Residencial,2024-06-13,2024-12-10,870.41,Baixa,Corretor,True
6f408ef4-e579-4131-a87c-806faa2b507c,C04840,Auto,2024-09-24,2026-09-24,811.79,Alta,Agência Física,True
b4a58307-a601-4260-8fc3-c9d16141506d,C02232,Saúde,2024-06-25,2026-06-25,1294.02,Baixa,App,False
d4ef89eb-8e1b-4584-848a-fba8798069c2,C04789,Residencial,2023-02-22,2023-08-21,247.44,Alta,Corretor,False
97cac3fe-e88d-4578-9131-85c4c4261f2f,C04000,Auto,2024-07-21,2025-01-17,164.28,Alta,Site,False
086c4b68-443f-47ee-8301-6735d3653f81,C02367,Empresarial,2025-04-16,2026-04-16,892.79,Alta,App,True
4c0514ca-a055-4fd6-af2f-9f2f1fb78488,C03864,Empresarial,2022-12-29,2023-06-27,1414.31,Baixa,App,True
7e5cc6df-590a-497f-93a6-422973ee5d9a,C01642,Residencial,2025-05-15,2027-05-15,586.29,Baixa,Agência Física,False
9f6edf13-16ed-4504-8e11-ce0b04283d20,C02700,Empresarial,2024-03-29,2026-03-29,1151.12,Média,Agência Física,False
490f3670-9208-4c57-ab1e-cfeabb970f3d,C04906,Empresarial,2022-08-01,2023-08-01,615.39,Alta,Site,True
64808675-13e3-486a-8f37-cde285bd9410,C01796,Empresarial,2025-01-18,2026-01-18,1116.05,Média,Site,False
85381c03-4e15-4097-a7c8-52f92c4f292f,C00849,Auto,2022-12-08,2023-06-06,872.83,Baixa,App,True
5f483dfc-985c-4f59-baf8-894546351b85,C03575,Saúde,2024-09-14,2026-09-14,379.2,Baixa,Corretor,False
651ad3e6-ff31-4301-b94d-7283f91b28ce,C01088,Saúde,2025-06-14,2027-06-14,967.71,Alta,Agência Física,True
f061f59e-857e-4e6c-97f5-3a4a96cd77ce,C04759,Residencial,2023-01-24,2023-07-23,246.09,Alta,Corretor,False
5a08277a-e640-40bf-b364-15e088c0e7b9,C04979,Residencial,2024-08-17,2026-08-17,766.07,Média,Agência Física,True
1599a88c-a059-443f-b5f0-dd2138cbe6cc,C03528,Saúde,2025-03-30,2026-03-30,491.33,Baixa,App,True
582350b1-e329-4fcb-99cf-843b986c3ea6,C00809,Vida,2022-10-09,2023-10-09,648.54,Baixa,App,False
7de6c771-26d0-4d61-97d0-32aea02cf465,C02582,Residencial,2025-02-13,2025-08-12,1264.6,Baixa,App,True
6c41c635-6a46-495d-a826-5d069434797a,C02772,Empresarial,2024-08-28,2025-02-24,627.37,Média,Corretor,True
028a19cd-bbe2-4286-9018-f3b8dddf190e,C01804,Vida,2023-09-27,2024-03-25,1437.97,Média,Corretor,False
ec2a57bd-4306-41ad-b836-0342ec5b3bca,C01112,Empresarial,2023-07-14,2025-07-13,139.31,Baixa,Agência Física,True
de4dc170-d4dc-4b5f-b37a-9844c70d5a76,C01482,Saúde,2025-04-08,2027-04-08,1268.09,Alta,Agência Física,True
fac40f53-358d-4766-bc06-7f2ce331a6a4,C00762,Residencial,2022-07-27,2023-01-23,959.55,Baixa,Site,False
88ab344f-e78c-4e45-92b2-2451a14d1f20,C03730,Residencial,2025-06-15,2026-06-15,1113.07,Alta,Site,False
a3b7680a-57a9-4f5d-949a-1c3bc22ae35c,C00303,Saúde,2024-08-24,2025-08-24,1432.93,Alta,Site,False
2c4dd64c-3873-44f0-9428-0619a2da7224,C04375,Saúde,2022-08-20,2023-02-16,520.24,Média,Agência Física,False
fbec41b7-cb57-4999-af64-d9bb671fa62e,C03693,Saúde,2025-01-18,2025-07-17,626.62,Alta,Corretor,False
af222be9-7ec9-48ab-a97f-fda2eba2a488,C00174,Empresarial,2023-06-17,2024-06-16,371.94,Média,App,True
d01d8063-ee2a-4808-9769-84d57f3ac006,C04251,Auto,2022-09-10,2024-09-09,496.54,Alta,Site,False
ad11032e-bb6c-4842-9c51-195ac1168006,C03517,Residencial,2024-08-02,2026-08-02,1344.38,Alta,Site,True
ff352c85-4909-47a3-9b3f-a2bfa406ba55,C00853,Saúde,2023-05-23,2025-05-22,1017.54,Baixa,Site,False
0102a652-ec55-476c-bd12-d48359295168,C00560,Empresarial,2025-03-29,2027-03-29,1433.1,Baixa,App,False
cf2ec07c-6847-43d7-b40b-67f32f8f8741,C02624,Empresarial,2022-12-12,2024-12-11,337.07,Média,Corretor,False
530b022e-e947-47f8-aa2f-7158123e0a94,C00575,Auto,2025-02-01,2025-07-31,454.44,Média,Site,False
55b4cbab-d14c-4c6e-bec4-d6b69f2113c2,C03681,Vida,2023-03-29,2023-09-25,626.75,Média,Corretor,True
3cad122e-b67d-4c98-b695-36ba3cd46000,C04533,Saúde,2024-03-12,2024-09-08,1272.89,Alta,Site,False
17464b60-aa85-4f88-a15e-ae316ee080ee,C01349,Saúde,2023-04-22,2024-04-21,1436.5,Baixa,App,False
8ee581b7-13f0-4d15-932a-0e4d3d8b5a62,C00212,Saúde,2023-12-07,2025-12-06,494.93,Baixa,Agência Física,False
f9afa6c0-5619-4e19-a093-1c1dbaad208b,C03014,Empresarial,2025-06-24,2025-12-21,1092.83,Alta,Agência Física,True
3efe7305-4107-4bc5-a058-cf8a648a0910,C03734,Vida,2024-10-31,2025-10-31,256.05,Média,Agência Física,False
660e0c9c-70fb-4fa3-8eec-dbef79c2aabf,C04048,Empresarial,2023-09-21,2024-03-19,1246.64,Média,Agência Física,False
d875306e-c41b-40c1-b21c-07c96f2cb28e,C04485,Auto,2022-08-26,2024-08-25,464.8,Média,App,True
892dab1d-8824-4b54-bf9d-9849c7758aa3,C00485,Residencial,2025-03-03,2027-03-03,131.42,Média,Agência Física,False
9766c2a9-17b9-4385-a09b-cfb2ccbd79bd,C00370,Vida,2022-07-20,2023-01-16,1179.4,Alta,App,False
9fea287f-fae9-4566-bfa2-793dd090aef1,C02559,Empresarial,2024-08-17,2025-02-13,1171.6,Baixa,Site,True
13f8abf7-2ecb-423d-bc8e-194b6b70af5b,C04787,Saúde,2025-01-21,2026-01-21,1131.63,Alta,Agência Física,False
49e85aa8-e9aa-40e3-8512-7a512021b392,C01261,Vida,2023-06-26,2024-06-25,1134.55,Média,Site,True
c390ebbf-3be8-45bd-883c-91ea3e86c039,C03071,Saúde,2024-05-11,2024-11-07,762.23,Alta,Site,False
4367e888-ab11-4dd4-a70c-5a207dbd37b5,C02636,Empresarial,2022-12-20,2023-12-20,1120.52,Média,Site,True
3a391cb3-3532-4ab4-9111-7f62fa34421f,C03968,Auto,2023-01-31,2023-07-30,1272.1,Média,Corretor,True
f671a716-c304-4701-a0e8-7f8b9818a010,C02905,Saúde,2022-10-05,2024-10-04,158.3,Média,Site,False
6a3d1511-88e5-4bda-bc6c-ba3e13431ac7,C00987,Residencial,2024-10-25,2026-10-25,356.96,Média,App,True
5f307d94-2eac-430d-a062-6781a3037c53,C03896,Vida,2024-06-08,2025-06-08,1074.91,Média,App,True
965a077b-afc0-43dc-9d30-4fd755fa6ad3,C02869,Auto,2024-10-11,2025-10-11,146.37,Alta,Corretor,True
054a3c5e-d0b7-4713-96cb-0d78393d663e,C03351,Empresarial,2022-09-28,2024-09-27,1282.35,Média,Agência Física,True
ecf940ba-bfd3-4edf-82eb-3a9ef84bbc3a,C03935,Empresarial,2025-02-01,2025-07-31,236.91,Alta,Site,False
73934052-1bf9-446a-ac69-f82716be5c12,C00841,Empresarial,2024-08-21,2025-08-21,382.45,Média,App,False
cfa3e2d2-4b46-4f5e-8de6-a1b2c7ab8e02,C02422,Empresarial,2025-06-27,2025-12-24,303.34,Baixa,App,False
0dfff359-52f0-4a4b-8e89-29177f254915,C01726,Saúde,2023-07-05,2025-07-04,973.29,Média,Site,False
7ada7ad7-91ab-443a-98bd-b2b79ad37b14,C03258,Vida,2024-10-27,2025-04-25,1284.42,Média,App,True
ad464082-3dac-4049-acd3-56800a1d9856,C02849,Vida,2024-11-06,2025-11-06,1430.07,Média,Corretor,True
bbec190b-ba8a-4928-8766-001d50eb73dd,C02610,Residencial,2022-12-05,2024-12-04,1493.77,Média,Site,True
7c48a41d-b8b6-4ffc-bb63-b6d5549be067,C02749,Auto,2024-07-01,2025-07-01,1253.15,Média,Site,True
3e716c2c-1572-4c8f-af95-56bc3e92a627,C00368,Vida,2024-05-18,2026-05-18,698.89,Alta,Site,True
8b98f966-edff-477d-a60b-1d54574af338,C02624,Residencial,2024-11-24,2026-11-24,126.6,Alta,Site,True
b2a71971-6ff1-4c4c-8ee3-d6b0a6c767d6,C01947,Auto,2025-05-11,2026-05-11,1076.23,Média,Corretor,True
8737def9-6eca-416e-80fc-abee36dd6065,C01107,Auto,2024-06-25,2024-12-22,1238.06,Baixa,Site,False
81687d79-df6d-4a03-91cd-94eca8b43d73,C03597,Empresarial,2023-12-22,2024-12-21,1457.6,Média,App,False
ecefe898-3c2f-4817-992f-155cc815de7c,C01920,Vida,2023-04-30,2025-04-29,474.36,Baixa,App,False
190fa3ad-3c48-4b6b-a38c-a383dc494f7a,C04631,Vida,2025-06-04,2026-06-04,555.61,Baixa,Corretor,False
3ac7300d-4269-4bc6-a451-d0b9489c749a,C00601,Saúde,2022-11-11,2023-11-11,1025.05,Média,App,True
9090bd62-aefe-49e2-aa37-eca6a667b0c1,C04255,Residencial,2023-08-16,2024-02-12,723.38,Alta,App,True
f514938d-1958-4757-969d-43cbb7661173,C03098,Saúde,2025-01-16,2026-01-16,1155.24,Baixa,Site,False
5258bba1-5ae5-4d62-bc84-7fa6e0f64354,C02924,Residencial,2022-11-23,2023-11-23,269.4,Alta,Agência Física,True
f9ae19d7-b5bf-4205-8e04-5a096e107319,C00248,Auto,2024-07-02,2025-07-02,1489.92,Média,Agência Física,False
08589a98-661d-4bab-bde6-d35d7334c0c9,C00069,Vida,2022-12-18,2023-12-18,964.51,Média,App,False
4a9836ba-1ca1-42be-9a37-9b08e32c73a6,C04355,Residencial,2022-09-26,2023-09-26,490.8,Alta,Corretor,False
a809163a-8984-4447-9de3-f103c975070f,C04807,Saúde,2025-06-14,2027-06-14,916.84,Baixa,Corretor,False
8ac32917-36c2-4dd4-af93-68b951d85326,C04599,Saúde,2022-07-21,2023-07-21,293.67,Média,Corretor,False
8ac10757-6f90-4c0f-952f-ce7574f99be9,C03530,Auto,2023-01-21,2023-07-20,623.68,Alta,Agência Física,False
43b04330-418a-4d06-a8f2-9ba7c18f3158,C00516,Auto,2024-09-27,2025-09-27,765.25,Baixa,Site,False
c8ffeff1-ea93-4113-abfc-8dfc2e392961,C00619,Vida,2023-04-22,2025-04-21,753.96,Baixa,Agência Física,False
ffb7d8dc-4dd3-4236-b3ec-758144155ac3,C01785,Vida,2023-11-11,2024-05-09,725.17,Alta,Agência Física,False
a2504049-a677-4ead-9182-8e6461021240,C02739,Auto,2022-10-28,2024-10-27,1030.03,Baixa,Site,False
fa7be409-1f2a-41b5-b623-3efc314d0597,C01307,Vida,2024-03-28,2024-09-24,1411.84,Média,App,False
70f372ca-3198-4d4f-9da1-87334ffc3ff5,C02272,Empresarial,2023-12-07,2025-12-06,189.26,Alta,Site,False
391a27eb-0b22-4c77-bcfd-b9d4ae5ef3d8,C02034,Vida,2024-10-28,2025-04-26,261.06,Baixa,Agência Física,False
866ef9df-c19c-4623-80f0-a69a27403ef2,C00321,Saúde,2025-04-10,2027-04-10,214.59,Alta,App,False
9b1f0242-7c0c-4ad9-8096-be1126a79959,C04326,Auto,2024-06-17,2026-06-17,318.31,Baixa,Site,True
4b3b2137-2d2f-4bbf-a6e4-7df3a9d87b20,C04575,Residencial,2023-07-23,2025-07-22,141.86,Baixa,Agência Física,True
0d29245d-1dc4-4abe-a84f-45f1eb921599,C03666,Saúde,2024-09-29,2025-09-29,1025.76,Baixa,App,True
03a1494c-0c69-4476-8bec-7eaeb5dfaca1,C03292,Auto,2022-08-03,2024-08-02,772.3,Baixa,Corretor,True
54ea1e1f-d5e6-4efd-ad9f-8dc71b13a88c,C00117,Auto,2023-06-23,2025-06-22,539.56,Baixa,App,False
367e134c-1bb2-425a-9109-dc53753fb4e7,C04161,Saúde,2024-01-30,2024-07-28,251.45,Alta,Corretor,True
67241b1c-1644-427b-9b14-3094f6265366,C02316,Auto,2025-02-15,2027-02-15,562.68,Alta,App,True
a3c5bef7-adec-4f70-aa33-19a5047ec49e,C02778,Vida,2022-07-23,2023-07-23,564.61,Baixa,Site,True
3deb70db-52f4-434c-b7a6-153318c18a13,C01511,Vida,2025-02-18,2025-08-17,1499.5,Alta,Site,False
46ff61fc-27e1-4dfd-9f7e-81bb28f628c9,C04657,Empresarial,2025-01-03,2026-01-03,111.3,Alta,App,True
42a955e2-4e21-4e61-b704-20023c9a44f2,C02381,Empresarial,2022-09-28,2023-09-28,1257.83,Média,Corretor,True
1b765ec8-264c-4568-84af-a7eebdb57702,C01221,Residencial,2024-02-16,2026-02-15,883.69,Alta,Site,True
899f7cdf-d987-433e-8697-538edbf140c1,C00423,Residencial,2024-02-22,2025-02-21,963.09,Baixa,Agência Física,False
f03ab5d4-7065-444d-b5af-b4c33a2a625c,C04906,Vida,2023-02-18,2023-08-17,632.09,Baixa,Corretor,True
cb563621-58ad-4af9-9ab1-4a054aa27266,C02005,Auto,2023-03-17,2023-09-13,1108.07,Média,Site,False
16854293-0c94-485b-b52c-91419fb7f1d5,C03419,Residencial,2022-09-11,2024-09-10,783.52,Alta,Site,False
518723c1-04a7-435e-b1ab-1c8ad30b103b,C02904,Saúde,2022-07-18,2023-07-18,977.04,Alta,App,False
235e24d7-325a-4758-b26f-35fae00ef49e,C04708,Residencial,2024-04-07,2026-04-07,1286.1,Média,Corretor,False
a00dec77-6da6-4534-b268-faa2df080fdc,C02382,Auto,2024-12-09,2026-12-09,645.07,Média,App,False
04fada15-ef4b-4e27-bf04-779a6ff30819,C01182,Saúde,2025-01-10,2027-01-10,1326.06,Alta,Corretor,True
56e60782-8d89-4ce1-b79b-27fa3535a574,C01853,Empresarial,2022-09-08,2023-03-07,1494.57,Média,Site,False
ec520735-c316-426b-b4f4-c7cd350359d5,C02087,Vida,2024-03-31,2024-09-27,666.77,Alta,Agência Física,False
6c3c5d21-10b5-4e19-b299-0ac06fd62dd9,C04015,Residencial,2024-04-09,2025-04-09,852.6,Alta,App,False
60251488-023f-4579-9f09-a8f178021317,C04129,Saúde,2022-08-17,2023-02-13,428.47,Alta,Corretor,False
86469257-58b5-4da8-a9c2-09333215ac5b,C02223,Residencial,2022-12-18,2024-12-17,1273.37,Baixa,Site,False
