id_cliente,idade,renda_mensal,tipo_seguro,valor_premio_mensal,satisfacao_ultima_avaliacao,renovado_automaticamente,duracao_dias,satisfacao_score,valor_premio_sobre_renda,interacao_idade_renda,prob_cancelamento,tende_cancelar
3222,56,4582.94,Vida,456.61,Alta,1,730.0,2,0.09963255028431532,256644.63999999998,0.5324906892918592,1
42,30,10891.76,Saúde,143.91,Média,0,730.0,1,0.013212740640631082,326752.8,0.41076590750047615,1
672,21,12158.04,Auto,344.49,Alta,1,365.0,2,0.02833433678454751,255318.84000000003,0.4427233970465269,1
1948,45,3115.21,Saúde,1238.93,Média,0,730.0,1,0.39770352560501543,140184.45,0.5127035147016629,1
1335,46,2773.59,Residencial,104.53,Baixa,0,730.0,0,0.03768761785267469,127585.14000000001,0.4518047020790011,1
3310,49,14805.37,Saúde,1045.75,Baixa,1,180.0,0,0.07063315540239791,725463.13,0.5382341771483802,1
4476,56,10881.6,Saúde,1008.48,Média,1,365.0,1,0.09267754741949713,609369.6,0.4084635141332778,1
2213,19,13278.07,Saúde,924.18,Baixa,0,365.0,0,0.06960198281828608,252283.33,0.4610304238422814,1
127,57,13772.67,Saúde,623.67,Média,0,180.0,1,0.04528315860323379,785042.1900000001,0.4046756207158722,1
2963,80,4279.07,Empresarial,721.36,Média,1,730.0,1,0.1685786864902888,342325.6,0.4590681219189232,1
2888,58,6068.92,Empresarial,522.88,Alta,1,730.0,2,0.08615700981393724,351997.36,0.44567934375909646,1
1854,59,19398.99,Residencial,931.65,Média,0,365.0,1,0.0480256961831518,1144540.4100000001,0.4916766501559459,1
4519,73,17975.18,Empresarial,970.2,Baixa,0,730.0,0,0.05397442473455064,1312188.1400000001,0.5930454150926213,1
4692,22,7097.1,Vida,788.78,Média,0,730.0,1,0.11114117033717996,156136.2,0.47653372751162676,1
1262,37,3688.66,Vida,248.06,Média,0,365.0,1,0.06724935342373653,136480.41999999998,0.5380728312019939,1
287,33,14161.39,Residencial,1036.44,Média,0,730.0,1,0.07318773086540234,467325.87,0.4393993138865733,1
3155,45,14233.41,Residencial,1243.36,Baixa,0,730.0,0,0.08735503298225794,640503.45,0.4892665951830577,1
3632,29,11052.3,Residencial,999.84,Baixa,0,365.0,0,0.09046442821856085,320516.69999999995,0.48368823389018945,1
3306,40,10156.28,Empresarial,554.45,Média,0,730.0,1,0.05459183874410709,406251.2,0.5414633802065056,1
1960,25,18118.22,Empresarial,1389.87,Alta,1,730.0,2,0.07671117802962983,452955.5,0.40835604573911305,1
3977,51,9941.85,Empresarial,1336.67,Baixa,0,730.0,0,0.13444881988764668,507034.35000000003,0.4479342835158633,1
2773,61,13584.12,Auto,426.02,Baixa,0,730.0,0,0.03136161930253855,828631.3200000001,0.40197237373371114,1
1209,61,14202.31,Empresarial,644.17,Alta,0,730.0,2,0.04535670605697242,866340.9099999999,0.45881216790265833,1
4119,47,16005.16,Auto,497.06,Alta,1,365.0,2,0.031056234364417477,752242.52,0.4539639807080797,1
562,29,17762.9,Empresarial,131.19,Baixa,1,730.0,0,0.007385618339347741,515124.10000000003,0.4461592665245327,1
515,75,15617.06,Saúde,953.21,Baixa,0,730.0,0,0.06103645628562611,1171279.5,0.5063372388238466,1
4503,42,11891.2,Empresarial,1251.2,Média,1,365.0,1,0.10522066738428418,499430.4,0.4549844049343048,1
4551,31,17999.88,Empresarial,460.94,Baixa,0,730.0,0,0.025607948497434425,557996.28,0.4326917816113099,1
3144,25,16190.84,Empresarial,275.07,Alta,0,730.0,2,0.01698923588893473,404771.0,0.4751249865388053,1
2557,47,9375.81,Empresarial,760.37,Baixa,1,180.0,0,0.08109912636881507,440663.06999999995,0.47421111959193196,1
713,37,4294.05,Empresarial,683.48,Média,1,180.0,1,0.15916908280061945,158879.85,0.4263515309496681,1
3244,67,18341.06,Residencial,665.42,Baixa,0,730.0,0,0.036280345846968494,1228851.02,0.537636829026995,1
4733,70,18260.16,Residencial,249.72,Média,0,730.0,1,0.013675674254771043,1278211.2,0.4003339757355222,1
926,58,7908.84,Empresarial,452.24,Média,0,365.0,1,0.057181584151405264,458712.72000000003,0.43740465008646684,1
3696,49,12795.48,Vida,610.82,Baixa,0,730.0,0,0.047737169688046095,626978.52,0.5507207032238447,1
1771,63,4353.94,Vida,609.44,Baixa,1,730.0,0,0.13997436804365704,274298.22,0.4000236660803827,1
4841,48,3409.06,Saúde,359.69,Baixa,1,730.0,0,0.10551002329087784,163634.88,0.4408598347636026,1
2591,28,2915.87,Empresarial,1063.67,Média,1,365.0,1,0.3647864959686132,81644.36,0.40205147272690767,1
2707,76,3773.55,Residencial,124.95,Baixa,0,365.0,0,0.03311205628652065,286789.8,0.44183540608262767,1
4846,23,3291.84,Residencial,720.0,Média,1,730.0,1,0.21872265966754154,75712.32,0.4186226517303853,1
875,46,3103.73,Auto,797.0,Baixa,1,730.0,0,0.2567878004852226,142771.58,0.530911107760572,1
886,27,17425.06,Residencial,1343.84,Alta,0,365.0,2,0.0771211117780943,470476.62000000005,0.4202472703303408,1
4450,36,16866.66,Auto,1112.72,Alta,0,365.0,2,0.06597156757769469,607199.76,0.43557776038465373,1
83,57,13661.4,Residencial,430.59,Média,1,180.0,1,0.0315187316087663,778699.7999999999,0.44274530323426675,1
3495,50,13104.77,Empresarial,1372.14,Média,0,730.0,1,0.10470538590146947,655238.5,0.47823567568505426,1
4552,55,1558.61,Auto,1223.01,Alta,0,730.0,2,0.7846799391765741,85723.54999999999,0.4118928019508695,1
1948,45,3115.21,Auto,1232.85,Baixa,1,730.0,0,0.39575181127436027,140184.45,0.6006390417176851,1
2440,43,19394.99,Residencial,1095.67,Baixa,1,730.0,0,0.056492424074464594,833984.5700000001,0.4722161814118521,1
1746,57,8600.6,Vida,515.64,Alta,1,730.0,2,0.059953956700695296,490234.2,0.438895119085442,1
1091,37,7412.34,Empresarial,1158.97,Alta,1,180.0,2,0.1563568319855808,274256.58,0.4419355307786869,1
4097,44,10276.54,Empresarial,1011.92,Alta,1,365.0,2,0.09846893993503648,452167.76,0.46964961425556256,1
4367,74,15452.17,Vida,952.91,Baixa,1,730.0,0,0.06166836114280389,1143460.58,0.464124643016907,1
4742,63,8675.79,Empresarial,1185.98,Baixa,1,730.0,0,0.13669994317520362,546574.77,0.4163801887948763,1
877,53,7318.32,Empresarial,1222.9,Baixa,1,365.0,0,0.16710119262344364,387870.95999999996,0.45958411753973055,1
2314,57,7690.24,Empresarial,1157.56,Baixa,0,180.0,0,0.15052326065246338,438343.68,0.4217683894541055,1
178,57,11933.44,Residencial,782.18,Alta,1,730.0,2,0.06554522417676713,680206.0800000001,0.45685055433697097,1
4612,73,10071.04,Empresarial,747.43,Alta,1,730.0,2,0.0742157711616675,735185.92,0.4065451037521345,1
4114,67,16433.29,Empresarial,1185.6,Alta,1,365.0,2,0.0721462348683678,1101030.4300000002,0.41138990286709737,1
2031,22,4685.83,Empresarial,1002.45,Alta,1,730.0,2,0.21393221691781394,103088.26,0.468812838384638,1
1344,56,18860.8,Empresarial,1193.53,Média,0,730.0,1,0.0632809848998982,1056204.8,0.46276206991173147,1
1640,37,10762.17,Residencial,1031.08,Média,1,730.0,1,0.09580595734875029,398200.29,0.4080910960050224,1
1014,54,3373.27,Auto,1447.92,Média,0,365.0,1,0.42923335517168804,182156.58,0.40600202972242355,1
1158,61,14379.14,Residencial,745.6,Média,0,730.0,1,0.051852892453929794,877127.5399999999,0.45811424589353517,1
2020,59,12230.86,Saúde,802.09,Baixa,0,730.0,0,0.06557919884619724,721620.74,0.508623157057802,1
1718,32,5062.09,Residencial,1231.18,Baixa,0,180.0,0,0.2432157468555478,161986.88,0.4410703732967076,1
942,67,8128.32,Residencial,712.58,Baixa,1,365.0,0,0.08766633203417189,544597.44,0.47002750637180796,1
2659,21,9891.66,Saúde,560.08,Alta,1,365.0,2,0.056621436644607684,207724.86,0.46480696848486813,1
377,59,15608.2,Residencial,1367.46,Alta,0,730.0,2,0.08761164003536602,920883.8,0.43220498391969014,1
2789,47,6250.07,Empresarial,108.0,Baixa,0,365.0,0,0.01727980646616758,293753.29,0.6993364531003625,1
1953,55,11516.55,Empresarial,700.06,Alta,0,730.0,2,0.06078730175269503,633410.25,0.42156832959498447,1
384,62,15207.93,Residencial,258.53,Baixa,1,730.0,0,0.016999683717639415,942891.66,0.43864067003231333,1
4539,63,14204.4,Auto,668.1,Baixa,0,365.0,0,0.04703472163554955,894877.2,0.41861548057213976,1
1902,68,9133.02,Saúde,693.15,Baixa,1,730.0,0,0.07589493946142677,621045.36,0.4995832106615252,1
3281,51,14275.97,Residencial,792.51,Média,0,365.0,1,0.05551356580323439,728074.47,0.5372186722332226,1
2647,33,16877.59,Saúde,209.71,Média,1,180.0,1,0.012425352197796013,556960.47,0.4021309546558897,1
440,60,8468.57,Empresarial,525.71,Baixa,1,730.0,0,0.06207777700367359,508114.19999999995,0.40454021702772425,1
1735,47,19027.79,Vida,565.79,Baixa,0,730.0,0,0.02973492980530056,894306.13,0.4271780353410609,1
1883,80,16437.12,Empresarial,666.76,Média,0,365.0,1,0.04056428376747265,1314969.5999999999,0.42629809156778614,1
2060,64,9034.72,Empresarial,644.82,Alta,1,365.0,2,0.07137133192838296,578222.08,0.4111119025232517,1
801,19,4948.16,Empresarial,770.06,Média,1,730.0,1,0.15562552544784322,94015.04,0.4102368091408584,1
832,28,9622.79,Auto,649.27,Baixa,1,730.0,0,0.06747211567539144,269438.12,0.4437277375007216,1
2318,58,14731.2,Auto,592.64,Alta,0,730.0,2,0.040230259585098294,854409.6000000001,0.43787935403403494,1
734,35,4818.06,Residencial,1257.83,Média,0,180.0,1,0.2610656571317086,168632.1,0.40207252229700957,1
2895,30,11283.95,Saúde,994.95,Alta,0,730.0,2,0.08817391073161437,338518.5,0.49062996629228567,1
2173,50,14700.93,Residencial,496.1,Baixa,0,730.0,0,0.03374616435830931,735046.5,0.4176386661876603,1
4953,65,2638.31,Empresarial,797.46,Média,1,730.0,1,0.3022616750874613,171490.15,0.4122803795545537,1
2021,43,11086.16,Saúde,1382.65,Alta,0,730.0,2,0.1247185680163375,476704.88,0.4714928063864531,1
1390,24,14022.89,Residencial,1130.61,Baixa,0,730.0,0,0.08062603357795718,336549.36,0.4440702819359954,1
4922,37,2228.46,Saúde,1285.04,Alta,0,730.0,2,0.5766493452877772,82453.02,0.46874135176306175,1
37,19,15719.08,Vida,889.12,Alta,0,365.0,2,0.056563106746705276,298662.52,0.4486817376680976,1
3191,33,2890.17,Vida,619.16,Baixa,1,180.0,0,0.21422961279094307,95375.61,0.4898904277225345,1
3752,69,2096.93,Auto,196.85,Média,1,730.0,1,0.0938753320330197,144688.16999999998,0.5575359681891838,1
567,62,17172.69,Vida,1039.52,Baixa,0,730.0,0,0.06053332355035816,1064706.78,0.45884919033590693,1
3438,59,12731.39,Empresarial,156.99,Alta,1,730.0,2,0.01233093951249628,751152.01,0.49202659478894334,1
3786,42,9707.58,Vida,611.42,Alta,1,180.0,2,0.06298377144458248,407718.36,0.5334407336718381,1
4848,22,17961.33,Saúde,1434.28,Média,1,730.0,1,0.07985377474830649,395149.26,0.44576650872955487,1
3147,51,5194.83,Residencial,967.42,Alta,0,730.0,2,0.18622746076387484,264936.33,0.42062014771892603,1
1174,61,7431.73,Residencial,1363.25,Baixa,1,730.0,0,0.18343642731907644,453335.52999999997,0.4653948643878456,1
1990,41,3120.57,Auto,1055.16,Média,0,730.0,1,0.33813053384477837,127943.37000000001,0.477993298208752,1
1298,46,11554.18,Residencial,905.75,Média,1,365.0,1,0.0783915431471554,531492.28,0.4929033930150535,1
3957,29,15351.3,Empresarial,989.65,Baixa,0,180.0,0,0.06446685297010676,445187.69999999995,0.4886793535145969,1
210,24,15164.19,Saúde,1033.56,Alta,1,180.0,2,0.06815794315423375,363940.56,0.4448779764796125,1
4253,46,18497.36,Residencial,445.84,Média,0,730.0,1,0.02410289900829091,850878.56,0.5137224730568172,1
137,59,13781.3,Vida,881.13,Média,0,730.0,1,0.06393663877863481,813096.7,0.4063445139907332,1
3317,29,12923.29,Saúde,1274.97,Média,0,365.0,1,0.09865676619498595,374775.41000000003,0.5217833899752802,1
1714,75,14210.47,Saúde,569.25,Média,0,730.0,1,0.040058492083653814,1065785.25,0.49000153336152913,1
3495,50,13104.77,Saúde,1093.58,Baixa,1,730.0,0,0.08344900368339161,655238.5,0.4289356181580795,1
4975,51,6747.51,Vida,554.51,Alta,1,365.0,2,0.08217994489819207,344123.01,0.5337989725687646,1
2232,64,17470.66,Saúde,1294.02,Baixa,0,730.0,0,0.07406818059535243,1118122.24,0.4874821051795525,1
2367,43,8337.34,Empresarial,892.79,Alta,1,365.0,2,0.10708331434246414,358505.62,0.5354467763812073,1
1642,50,9150.85,Residencial,586.29,Baixa,0,730.0,0,0.06406945802848915,457542.5,0.534987386204029,1
2700,25,11121.37,Empresarial,1151.12,Média,0,730.0,1,0.10350523361780067,278034.25,0.4099462791075885,1
1088,56,14655.23,Saúde,967.71,Alta,1,730.0,2,0.0660317170047826,820692.88,0.40373128013897247,1
1482,40,4859.67,Saúde,1268.09,Alta,1,730.0,2,0.2609415865686353,194386.8,0.47348633673391455,1
303,27,12134.02,Saúde,1432.93,Alta,0,365.0,2,0.11809194314827239,327618.54000000004,0.5257529684751572,1
3014,41,2345.09,Empresarial,1092.83,Alta,1,180.0,2,0.46600770119696894,96148.69,0.5067993312745162,1
485,22,1800.48,Residencial,131.42,Média,0,730.0,1,0.07299164667199858,39610.56,0.47331527345143726,1
4787,53,19209.89,Saúde,1131.63,Alta,0,365.0,2,0.05890871837371271,1018124.1699999999,0.42262400767206415,1
987,47,17422.39,Residencial,356.96,Média,1,730.0,1,0.020488578203105314,818852.33,0.40523846292877436,1
2422,26,5400.73,Empresarial,303.34,Baixa,0,180.0,0,0.056166481197912135,140418.97999999998,0.43972065935145954,1
368,66,2741.97,Vida,698.89,Alta,1,730.0,2,0.25488608555162895,180970.02,0.4192460485509868,1
4631,67,15599.01,Vida,555.61,Baixa,0,365.0,0,0.035618286032254615,1045133.67,0.46695137771395784,1
4807,33,11099.02,Saúde,916.84,Baixa,0,730.0,0,0.0826054912956279,366267.66000000003,0.5553972841656075,1
2272,50,7066.98,Empresarial,189.26,Alta,0,730.0,2,0.026780888017229425,353349.0,0.45377471282329324,1
321,56,11426.59,Saúde,214.59,Alta,0,730.0,2,0.018779880961861763,639889.04,0.4192382947067066,1
3666,65,13485.8,Saúde,1025.76,Baixa,1,365.0,0,0.07606222841803972,876577.0,0.4366287082240553,1
4708,36,4234.41,Residencial,1286.1,Média,0,730.0,1,0.3037259027822058,152438.76,0.4282728624710083,1
3840,58,3042.64,Auto,1341.58,Média,0,730.0,1,0.44092630084400386,176473.12,0.5079294239636042,1
2161,69,17399.21,Residencial,1336.8,Média,0,180.0,1,0.07683107451430266,1200545.49,0.43538407415781816,1
3705,71,4476.35,Auto,818.14,Baixa,1,730.0,0,0.18276944385492644,317820.85000000003,0.4180493434784338,1
2393,79,12394.52,Saúde,1326.56,Baixa,1,730.0,0,0.10702794460777827,979167.0800000001,0.43869173920702675,1
115,36,7968.68,Saúde,91.25,Baixa,0,730.0,0,0.011451080982044705,286872.48,0.44653497501065753,1
2864,54,6770.65,Vida,959.2,Baixa,1,730.0,0,0.14167029753421018,365615.1,0.4154021786654262,1
2743,27,10746.9,Empresarial,538.19,Alta,1,730.0,2,0.0500786273250891,290166.3,0.49151419721811757,1
3220,73,13009.19,Empresarial,938.03,Média,0,730.0,1,0.07210518102971822,949670.87,0.45536758957560103,1
1259,44,12136.8,Vida,629.34,Baixa,1,365.0,0,0.051853865928416065,534019.2,0.5354301606238219,1
1055,53,16621.64,Saúde,892.14,Média,0,365.0,1,0.053673404068431275,880946.9199999999,0.4159858391287457,1
2947,64,11533.85,Empresarial,198.7,Alta,0,365.0,2,0.01722755194492732,738166.4,0.4307213903936879,1
697,52,10987.11,Empresarial,1026.34,Média,1,365.0,1,0.09341309953208804,571329.72,0.4209481473101601,1
4481,20,3643.22,Vida,943.86,Alta,0,730.0,2,0.25907301782489117,72864.4,0.49278937916767096,1
3364,67,9449.8,Residencial,1287.7,Média,0,730.0,1,0.13626743423141233,633136.6,0.4334236216661355,1
2270,47,4185.35,Residencial,535.76,Média,1,730.0,1,0.1280084102882674,196711.45,0.419020377673781,1
13,66,2957.8,Saúde,1343.31,Média,0,730.0,1,0.4541584961795929,195214.80000000002,0.44478954743866855,1
72,67,18195.19,Auto,438.55,Alta,1,365.0,2,0.024102523798872122,1219077.73,0.40851393328530194,1
4332,54,13555.25,Residencial,824.04,Média,0,730.0,1,0.06079120635915973,731983.5,0.49350356647903526,1
3709,40,3645.23,Vida,240.79,Baixa,0,180.0,0,0.06605618849839379,145809.2,0.4694776791644573,1
2163,38,6569.68,Saúde,1404.44,Alta,1,730.0,2,0.21377601344357716,249647.84000000003,0.5049035129497629,1
4625,37,8307.4,Vida,561.31,Média,0,365.0,1,0.06756746996653586,307373.8,0.523787015981217,1
4131,27,10705.87,Saúde,287.75,Baixa,1,730.0,0,0.026877778265568326,289058.49000000005,0.4206612417661696,1
4760,45,16500.34,Saúde,1109.12,Média,0,730.0,1,0.06721800884102994,742515.3,0.5464508108784204,1
92,70,14515.49,Residencial,473.97,Média,0,180.0,1,0.03265270411126321,1016084.2999999999,0.4461363307534307,1
958,69,9513.39,Empresarial,99.56,Baixa,0,365.0,0,0.010465249506222284,656423.9099999999,0.40026450609224185,1
3328,21,5120.78,Saúde,1048.11,Baixa,0,730.0,0,0.2046778029909506,107536.37999999999,0.4239975448377444,1
114,26,17383.98,Saúde,1455.42,Média,1,730.0,1,0.08372190948217842,451983.48,0.4109624398700073,1
3122,69,18050.19,Residencial,450.77,Média,1,365.0,1,0.024973144327012625,1245463.1099999999,0.44789947115403667,1
4883,70,14454.99,Residencial,444.87,Baixa,1,365.0,0,0.0307762232972835,1011849.2999999999,0.48208394542851507,1
598,36,7022.23,Empresarial,774.36,Baixa,1,180.0,0,0.11027266267268376,252800.27999999997,0.5574162680872552,1
904,51,15950.79,Residencial,1180.35,Baixa,0,365.0,0,0.07399946961874615,813490.29,0.5005339764315843,1
145,39,11082.22,Vida,1086.92,Baixa,1,365.0,0,0.09807782195264127,432206.57999999996,0.42384587842847143,1
4624,53,10015.38,Empresarial,992.45,Alta,0,730.0,2,0.0990925955879857,530815.14,0.4912559439477713,1
3859,39,13929.91,Auto,826.15,Média,0,180.0,1,0.059307633717662206,543266.49,0.4000663553190672,1
4288,79,4655.23,Saúde,1277.23,Baixa,1,730.0,0,0.27436453193504945,367763.17,0.5432054532505985,1
1251,35,5061.48,Vida,325.55,Baixa,1,730.0,0,0.06431913195349978,177151.8,0.4374130718267295,1
3165,40,8582.86,Vida,408.17,Média,0,365.0,1,0.04755640893594909,343314.4,0.47618409522874877,1
2989,79,8257.02,Residencial,203.58,Média,0,730.0,1,0.024655384145854074,652304.5800000001,0.4258278643486495,1
4064,58,10440.56,Saúde,1400.55,Média,1,730.0,1,0.13414510332779084,605552.48,0.4104599011452248,1
2381,42,7771.46,Empresarial,1134.82,Alta,1,730.0,2,0.14602404181453676,326401.32,0.5827391238553158,1
3226,65,12489.1,Vida,206.42,Alta,1,730.0,2,0.0165280124268362,811791.5,0.4085106436080646,1
3772,76,13639.53,Residencial,935.8,Baixa,1,730.0,0,0.0686094022301355,1036604.28,0.6173118839475892,1
3602,23,7551.15,Auto,102.03,Alta,0,365.0,2,0.013511849188534198,173676.44999999998,0.5443967135530259,1
2415,32,6851.11,Residencial,1335.64,Alta,1,180.0,2,0.1949523507869528,219235.52,0.43129673609638364,1
4421,63,8832.48,Residencial,474.3,Média,0,730.0,1,0.05369952719960872,556446.24,0.4339145034364258,1
997,42,5586.56,Empresarial,650.84,Alta,0,730.0,2,0.11650103104593883,234635.52000000002,0.45567213872706036,1
4880,20,6967.38,Vida,1189.22,Média,1,730.0,1,0.17068395867600158,139347.6,0.4579167291283997,1
2087,48,4536.67,Empresarial,1393.83,Média,0,730.0,1,0.30723636499899704,217760.16,0.4917591973778308,1
669,25,2318.38,Auto,933.97,Média,0,730.0,1,0.40285457949085135,57959.5,0.43714815162113696,1
27,45,9988.76,Residencial,117.47,Baixa,1,730.0,0,0.01176021848557779,449494.2,0.42033464418837224,1
3807,59,6835.96,Residencial,455.17,Alta,1,365.0,2,0.06658464941281107,403321.64,0.4374663727226398,1
4180,78,8351.88,Saúde,888.54,Média,1,730.0,1,0.10638802281641978,651446.6399999999,0.4751351117869852,1
922,73,5987.8,Residencial,947.97,Baixa,1,730.0,0,0.15831691105247336,437109.4,0.5401056641439149,1
4098,45,7257.11,Auto,1188.11,Média,0,365.0,1,0.16371668611885448,326569.95,0.42359853013950566,1
868,39,8586.79,Saúde,306.29,Média,1,730.0,1,0.03566990691515688,334884.81000000006,0.431444789899312,1
2901,56,12951.69,Auto,870.45,Média,0,365.0,1,0.06720744551483243,725294.64,0.43029285407394136,1
2672,59,13172.63,Residencial,464.58,Média,0,180.0,1,0.03526858341880095,777185.1699999999,0.41864600010298336,1
4045,46,7289.1,Auto,832.65,Alta,1,730.0,2,0.1142322097378277,335298.60000000003,0.45225662205273287,1
794,43,10309.01,Vida,983.12,Média,1,730.0,1,0.09536512235413487,443287.43,0.42129956654524253,1
2627,44,13254.04,Auto,1353.89,Alta,0,730.0,2,0.10214923147960923,583177.76,0.4290713133823513,1
892,39,9336.14,Empresarial,1075.76,Baixa,0,365.0,0,0.11522535009115117,364109.45999999996,0.6301412492702662,1
4131,27,10705.87,Saúde,169.88,Alta,1,730.0,2,0.015867930397062545,289058.49000000005,0.43445977852487927,1
4348,57,7856.1,Saúde,894.39,Média,1,365.0,1,0.11384656508954824,447797.7,0.4760687901300711,1
1824,63,14181.74,Auto,834.31,Baixa,1,730.0,0,0.05882987560059626,893449.62,0.42115140148394514,1
4868,48,10264.01,Residencial,1450.98,Média,1,730.0,1,0.14136580147525188,492672.48,0.41575021608056967,1
4395,51,6552.99,Saúde,825.13,Alta,0,730.0,2,0.12591656633078946,334202.49,0.4741428763710784,1
2502,50,8212.12,Vida,662.79,Média,0,730.0,1,0.08070875730018556,410606.00000000006,0.5078335697305952,1
3506,22,17052.8,Residencial,1294.6,Baixa,0,365.0,0,0.07591715143554137,375161.6,0.4154664094514849,1
2017,50,12577.11,Vida,936.4,Média,0,730.0,1,0.07445271608501476,628855.5,0.4396658485470613,1
2913,43,15918.39,Residencial,1443.78,Média,1,730.0,1,0.09069887092852984,684490.77,0.42648834665345364,1
3685,52,6027.55,Residencial,1296.77,Baixa,0,730.0,0,0.2151404799628373,313432.60000000003,0.4393447197118812,1
4954,53,14206.31,Auto,675.56,Média,0,180.0,1,0.047553516711939976,752934.4299999999,0.4468398932411058,1
4201,51,19038.09,Auto,1321.91,Média,1,730.0,1,0.0694350116004284,970942.59,0.42703611306414274,1
2586,38,9969.82,Saúde,1459.1,Baixa,1,730.0,0,0.146351689398605,378853.16,0.4379158484242464,1
4438,28,13739.32,Residencial,205.92,Alta,1,180.0,2,0.014987641309759143,384700.95999999996,0.463707303041227,1
735,36,12360.17,Saúde,697.08,Alta,0,730.0,2,0.05639728256164762,444966.12,0.47408317827648633,1
3716,63,9545.43,Residencial,735.24,Média,0,365.0,1,0.07702534092230523,601362.09,0.467748846508621,1
151,44,9826.29,Empresarial,848.3,Média,0,730.0,1,0.08632963203813442,432356.76,0.5431568539061589,1
3324,59,3617.76,Saúde,992.44,Alta,0,365.0,2,0.27432444385476096,213447.84000000003,0.4267295498656164,1
3541,70,3267.8,Residencial,479.62,Média,0,730.0,1,0.14677152824530265,228746.0,0.402092758501772,1
4052,75,8862.47,Saúde,1339.02,Baixa,1,730.0,0,0.15108880481400785,664685.25,0.5013221399928142,1
3514,56,12619.59,Empresarial,1316.94,Média,1,730.0,1,0.10435679764556535,706697.04,0.4560687270847443,1
529,42,5879.62,Saúde,1308.08,Alta,0,730.0,2,0.22247696279691545,246944.04,0.469051072592797,1
2846,58,7752.23,Empresarial,1142.87,Baixa,0,730.0,0,0.14742467651243576,449629.33999999997,0.463449225967826,1
1718,32,5062.09,Auto,715.55,Baixa,1,730.0,0,0.14135465785871051,161986.88,0.4479194301607162,1
3544,60,1933.49,Saúde,1212.37,Alta,0,730.0,2,0.6270371194058412,116009.4,0.40730756480222624,1
3086,78,6773.02,Residencial,1004.9,Baixa,1,730.0,0,0.14836808395663972,528295.56,0.46478678473696844,1
2003,75,7053.13,Saúde,121.67,Baixa,0,365.0,0,0.01725049729694476,528984.75,0.40685725344661416,1
1677,70,6303.71,Residencial,404.74,Alta,1,730.0,2,0.06420663387116476,441259.7,0.4058526092017283,1
452,43,5894.31,Vida,496.65,Alta,0,730.0,2,0.08425922627075942,253455.33000000002,0.5471504918925648,1
765,69,8527.96,Vida,559.91,Baixa,0,730.0,0,0.06565579575889192,588429.24,0.41648979335899333,1
3527,31,2410.48,Vida,1000.71,Média,0,730.0,1,0.41514967973183764,74724.88,0.4358471364310908,1
4186,65,13428.62,Residencial,631.68,Baixa,1,730.0,0,0.04703982985593456,872860.3,0.49887367994943727,1
265,69,19634.53,Residencial,250.38,Baixa,0,365.0,0,0.012752024112622,1354782.5699999998,0.4035774711438923,1
3207,26,6542.89,Vida,1019.86,Baixa,1,730.0,0,0.1558730163582148,170115.14,0.41910609941886345,1
3798,65,17170.8,Residencial,623.03,Média,0,730.0,1,0.036284273301185735,1116102.0,0.46405429757041256,1
201,43,14821.38,Saúde,1420.05,Alta,1,365.0,2,0.0958109163924007,637319.34,0.5634880168931006,1
3479,56,5326.6,Residencial,931.24,Média,0,730.0,1,0.17482822062854353,298289.60000000003,0.5031483145626727,1
4651,72,11767.76,Auto,650.61,Média,0,180.0,1,0.05528749736568387,847278.72,0.4146269363095088,1
3408,34,7177.56,Saúde,1323.93,Baixa,1,180.0,0,0.18445404845100563,244037.04,0.48599888011611764,1
702,70,12214.14,Residencial,582.03,Média,0,730.0,1,0.047652147429127226,854989.7999999999,0.4916727421968216,1
1364,76,16730.23,Empresarial,1207.96,Baixa,1,730.0,0,0.07220223511571569,1271497.48,0.5492583678005658,1
3754,53,5339.7,Residencial,453.26,Alta,1,365.0,2,0.08488491862838736,283004.1,0.4311776802013346,1
3111,79,3225.41,Saúde,593.01,Baixa,1,365.0,0,0.18385569586502182,254807.38999999998,0.6759947493440073,1
4587,51,6044.46,Residencial,839.62,Média,1,730.0,1,0.13890736310605084,308267.46,0.5081137776780045,1
2459,44,9340.67,Vida,1254.84,Alta,0,730.0,2,0.13434154081024166,410989.48,0.46808274983031134,1
1476,30,3813.23,Empresarial,258.03,Baixa,1,365.0,0,0.06766704342512778,114396.9,0.4032482787285291,1
3090,23,3344.49,Empresarial,85.03,Alta,0,730.0,2,0.025423906185995476,76923.26999999999,0.6543572182608743,1
3933,46,9531.75,Vida,951.71,Alta,0,365.0,2,0.09984630314475307,438460.5,0.48512014977785106,1
2093,34,12913.38,Auto,1048.54,Alta,0,365.0,2,0.08119795127224631,439054.92,0.5629148154358949,1
3858,56,7051.14,Saúde,1102.39,Baixa,1,730.0,0,0.15634209503711458,394863.84,0.4919918465563147,1
1846,69,11034.59,Vida,645.82,Média,0,730.0,1,0.0585268686919949,761386.71,0.4040601346325407,1
3889,54,18244.41,Empresarial,1438.45,Baixa,1,180.0,0,0.07884332790153258,985198.14,0.5186179402965126,1
3604,42,14565.52,Auto,578.63,Alta,1,730.0,2,0.03972601046855862,611751.84,0.45525899733882325,1
439,30,14613.43,Vida,117.93,Baixa,0,730.0,0,0.008069973989679357,438402.9,0.4081425451070476,1
687,48,16844.02,Saúde,385.96,Alta,1,730.0,2,0.02291376999077417,808512.96,0.4084883817623081,1
