cliente_id,genero,data_nascimento,idade,renda_mensal,nivel_educacional,qtd_dependente,tipo_seguro,valor_premio_mensal,satisfacao_score,canal_venda,renovado_automaticamente,inicio,fim,duracao_dias,id_contrato_legado,id_cliente_legado,valor_premio_sobre_renda,interacao_idade_renda,probabilidade_cancelamento,cancelamento_previsto
555,F,1951-04-03,74.0,12723.21,Superior,2,Saúde,150.26,1,App,True,2024-10-31,2025-10-31,365,1127,555,0.011809912750005699,941517.54,0.3936432741343649,1
555,F,1951-04-03,74.0,12723.21,Superior,2,Saúde,1244.45,2,Corretor,True,2024-12-02,2026-12-02,730,8316,555,0.09780943645510842,941517.54,0.1733082145669616,0
556,O,1987-05-17,38.0,7407.35,Superior,2,Vida,369.41,3,Agência Física,True,2025-04-20,2025-10-17,180,11960,556,0.04987073649820786,281479.3,0.3665032694786007,1
559,M,1972-10-01,53.0,6448.23,Médio,2,Residencial,198.76,2,App,True,2025-06-01,2026-06-01,365,9473,559,0.030823962544760344,341756.19,0.4554601144765771,1
562,F,1980-07-07,45.0,18774.4,Superior,2,Vida,1481.74,3,Agência Física,True,2025-02-26,2026-02-26,365,5502,562,0.07892342764615647,844848.0,0.333243427651569,1
562,F,1980-07-07,45.0,18774.4,Superior,2,Vida,84.07,1,Agência Física,False,2024-04-27,2026-04-27,730,6379,562,0.00447790608488154,844848.0,0.10483324200257448,0
564,F,1996-07-12,29.0,17762.9,Pós,0,Empresarial,131.19,1,Agência Física,True,2025-01-01,2027-01-01,730,2705,564,0.007385618339347742,515124.1,0.23518899387610046,0
564,F,1996-07-12,29.0,17762.9,Pós,0,Auto,817.69,1,App,False,2025-04-12,2025-10-09,180,9833,564,0.04603358685800179,515124.1,0.4192122919170521,1
569,M,1963-03-25,62.0,17172.69,Pós,0,Vida,1039.52,1,Site,False,2024-03-28,2026-03-28,730,3263,569,0.060533323550358155,1064706.78,0.22030204889050864,0
569,M,1963-03-25,62.0,17172.69,Pós,0,Vida,945.57,3,App,True,2024-11-21,2025-11-21,365,5391,569,0.055062427610351086,1064706.78,0.38370916900169666,1
569,M,1963-03-25,62.0,17172.69,Pós,0,Auto,1415.03,3,Corretor,False,2024-11-04,2026-11-04,730,11746,569,0.08240002003180631,1064706.78,0.2560665170029452,0
571,M,1954-02-08,71.0,8910.76,Técnico,3,Residencial,597.8,3,App,True,2024-11-07,2025-11-07,365,6828,571,0.06708743137510156,632663.96,0.4465468773737787,1
577,O,1949-12-23,76.0,8925.66,Fundamental,1,Auto,454.44,2,Site,False,2025-02-01,2025-07-31,180,3494,577,0.050913881998642115,678350.16,0.49358951803110096,1
577,O,1949-12-23,76.0,8925.66,Fundamental,1,Empresarial,419.63,2,Agência Física,True,2025-04-29,2025-10-26,180,4895,577,0.04701389028934555,678350.16,0.4195543982340919,1
577,O,1949-12-23,76.0,8925.66,Fundamental,1,Vida,984.41,2,Corretor,False,2025-03-12,2027-03-12,730,8456,577,0.11028988332515467,678350.16,0.20329381185572432,0
577,O,1949-12-23,76.0,8925.66,Fundamental,1,Auto,94.77,2,Corretor,False,2024-09-11,2025-09-11,365,8860,577,0.010617702220340008,678350.16,0.21929732908838348,0
580,O,1983-02-03,42.0,4085.95,Técnico,4,Auto,629.67,3,Site,False,2024-09-16,2025-09-16,365,5817,580,0.154106144225945,171609.9,0.3894097761501096,1
581,M,1995-01-02,30.0,8769.66,Técnico,2,Empresarial,1349.71,2,Corretor,True,2025-04-11,2027-04-11,730,193,581,0.15390676491448926,263089.8,0.29983539072694687,0
582,F,1944-12-10,81.0,12483.91,Técnico,0,Auto,742.21,2,Corretor,True,2023-09-09,2025-09-08,730,11703,582,0.059453328324218936,1011196.71,0.20281370371209498,0
583,O,1983-04-26,42.0,11348.29,Técnico,1,Residencial,662.71,2,Agência Física,True,2025-05-11,2027-05-11,730,2260,583,0.05839734444572706,476628.18,0.25214921913973715,0
583,O,1983-04-26,42.0,11348.29,Técnico,1,Empresarial,190.21,3,App,True,2025-03-02,2025-08-29,180,5342,583,0.01676111555132976,476628.18,0.4613476334491084,1
583,O,1983-04-26,42.0,11348.29,Técnico,1,Saúde,600.1,2,App,False,2024-06-14,2026-06-14,730,7955,583,0.052880213670958354,476628.18,0.2954982670982661,0
583,O,1983-04-26,42.0,11348.29,Técnico,1,Residencial,205.35,3,Corretor,False,2024-06-14,2026-06-14,730,10248,583,0.018095237256009495,476628.18,0.3135066269761716,1
584,F,1961-08-15,64.0,16591.35,Superior,0,Residencial,890.3,3,Corretor,False,2024-10-18,2026-10-18,730,6396,584,0.053660491762273714,1061846.4,0.24723706969093662,0
584,F,1961-08-15,64.0,16591.35,Superior,0,Empresarial,881.94,1,App,True,2024-02-10,2026-02-09,730,8133,584,0.05315661474201919,1061846.4,0.2736421999618402,0
584,F,1961-08-15,64.0,16591.35,Superior,0,Residencial,1096.83,3,Site,False,2024-12-27,2026-12-27,730,8828,584,0.06610854451265268,1061846.4,0.24433875676647634,0
586,F,2006-07-15,19.0,16239.96,Fundamental,3,Saúde,878.69,2,Agência Física,False,2024-04-13,2026-04-13,730,4520,586,0.05410666036123242,308559.24,0.21913042988763223,0
587,F,1948-07-19,77.0,6412.31,Técnico,4,Empresarial,581.12,2,App,True,2025-02-09,2026-02-09,365,1138,587,0.09062568715486306,493747.87,0.49195552189051334,1
587,F,1948-07-19,77.0,6412.31,Técnico,4,Auto,616.66,3,Agência Física,True,2024-09-24,2026-09-24,730,5350,587,0.09616815157096273,493747.87,0.2409934971305145,0
591,O,1954-02-16,71.0,19041.8,Fundamental,0,Empresarial,249.26,1,Corretor,False,2024-08-29,2026-08-29,730,11113,591,0.013090149040531882,1351967.8,0.18261846976093687,0
592,M,1965-01-07,60.0,9659.21,Pós,2,Auto,911.29,2,Corretor,False,2025-06-19,2025-12-16,180,8262,592,0.09434415443913115,579552.6,0.6418049771122005,1
593,F,1975-03-27,50.0,14274.25,Pós,4,Auto,187.05,3,Agência Física,False,2025-03-19,2027-03-19,730,8442,593,0.013104015972818187,713712.5,0.27337550981938974,0
596,O,1966-07-08,59.0,10349.86,Pós,1,Residencial,1040.56,2,App,False,2023-07-27,2025-07-26,730,4940,596,0.10053855800948032,610641.74,0.3734035760897777,1
597,M,1967-02-27,58.0,10003.78,Técnico,1,Vida,764.67,1,Agência Física,False,2024-05-04,2026-05-04,730,1024,597,0.0764381063957824,580219.24,0.2515106942293625,0
598,O,1960-02-26,65.0,8054.31,Superior,1,Auto,1397.44,1,Site,False,2024-11-15,2026-11-15,730,3681,598,0.17350213736496362,523530.15,0.22193741331644695,0
598,O,1960-02-26,65.0,8054.31,Superior,1,Vida,1414.84,1,Agência Física,False,2025-02-16,2026-02-16,365,6670,598,0.17566247139730157,523530.15,0.23996562998999507,0
600,O,1989-04-09,36.0,7022.23,Superior,1,Empresarial,774.36,1,Site,True,2025-05-19,2025-11-15,180,3770,600,0.11027266267268375,252800.28,0.7332003871101981,1
600,O,1989-04-09,36.0,7022.23,Superior,1,Empresarial,534.03,3,Site,False,2025-02-10,2027-02-10,730,11086,600,0.07604849171844272,252800.28,0.2592235432782576,0
601,F,1967-11-16,58.0,14540.67,Pós,1,Vida,671.2,3,App,True,2024-10-03,2025-10-03,365,7715,601,0.0461601838154638,843358.86,0.4805416319816127,1
604,F,1983-05-07,42.0,16639.98,Médio,2,Auto,448.65,1,App,False,2023-09-23,2025-09-22,730,1769,604,0.02696217182953345,698879.16,0.17615931012716587,0
606,F,1999-10-02,26.0,13635.48,Pós,1,Vida,145.63,1,Corretor,False,2025-01-19,2027-01-19,730,1940,606,0.010680225411940027,354522.48,0.15710441965104463,0
608,O,1974-10-24,51.0,14379.17,Médio,5,Auto,1305.39,2,Agência Física,True,2024-10-11,2025-10-11,365,537,608,0.09078340404905151,733337.67,0.3341354053397953,1
611,O,1959-05-26,66.0,5807.48,Fundamental,2,Empresarial,616.76,2,Agência Física,True,2023-10-07,2025-10-06,730,2231,611,0.10620096840626227,383293.68,0.28461060309305136,0
612,F,1987-06-21,38.0,14771.12,Fundamental,1,Vida,146.92,2,Agência Física,True,2025-02-07,2026-02-07,365,1839,612,0.009946436018392648,561302.56,0.3273699468252893,1
615,O,2005-04-20,20.0,5189.94,Superior,1,Residencial,1057.45,3,Site,False,2024-10-03,2026-10-03,730,9974,615,0.2037499470128749,103798.8,0.19916829464230226,0
620,F,1969-06-17,56.0,4946.77,Superior,1,Auto,644.88,2,App,False,2023-12-30,2025-12-29,730,4887,620,0.13036385358526878,277019.12,0.33978849184301674,1
621,M,1963-01-15,62.0,1671.44,Técnico,2,Saúde,788.12,1,Corretor,True,2025-03-01,2026-03-01,365,11933,621,0.4715215622457282,103629.28,0.3924854078451541,1
622,M,1969-09-20,56.0,18676.41,Superior,1,Auto,953.93,3,Site,False,2024-01-31,2026-01-30,730,9784,622,0.05107673262688065,1045878.96,0.18293378276034677,0
624,F,2000-03-15,25.0,17951.31,Médio,0,Residencial,135.77,2,Corretor,True,2024-08-20,2026-08-20,730,6056,624,0.00756323633205599,448782.75,0.2291224235258361,0
626,M,1990-05-14,35.0,7617.66,Pós,0,Residencial,159.49,3,Agência Física,True,2024-09-21,2025-09-21,365,3442,626,0.020936875628473836,266618.1,0.3048086673867788,1
635,F,2006-01-19,19.0,13593.14,Médio,0,Auto,756.28,2,App,True,2025-01-28,2027-01-28,730,10038,635,0.055636887429983066,258269.66,0.2499178725684707,0
639,O,1953-08-13,72.0,5585.71,Médio,2,Auto,734.46,1,Site,False,2024-09-22,2026-09-22,730,3185,639,0.1314891034443249,402171.12,0.3345068024691574,1
640,M,1955-01-08,70.0,9917.11,Técnico,3,Saúde,443.81,1,Agência Física,False,2024-10-20,2026-10-20,730,7109,640,0.044751948904469145,694197.7,0.2840195359023199,0
644,M,1962-05-08,63.0,11221.87,Técnico,0,Residencial,235.75,3,Agência Física,True,2024-05-19,2026-05-19,730,7509,644,0.02100808510524538,706977.81,0.15978402847872225,0
646,M,2002-08-08,23.0,16832.32,Técnico,1,Residencial,805.86,1,Agência Física,False,2025-06-01,2027-06-01,730,5438,646,0.047875753312674664,387143.36,0.1759839721687894,0
646,M,2002-08-08,23.0,16832.32,Técnico,1,Empresarial,1178.94,3,App,False,2023-09-09,2025-09-08,730,9666,646,0.07004025588867131,387143.36,0.2193616644399148,0
649,O,1965-05-05,60.0,10543.32,Técnico,1,Vida,1046.66,3,Site,False,2025-03-12,2025-09-08,180,1049,649,0.09927233546928292,632599.2,0.6221323451859715,1
649,O,1965-05-05,60.0,10543.32,Técnico,1,Empresarial,969.29,1,Agência Física,False,2024-07-07,2026-07-07,730,10171,649,0.09193403975218432,632599.2,0.28123389585993913,0
650,M,1987-08-31,38.0,9888.5,Técnico,3,Saúde,233.3,2,Corretor,True,2025-06-10,2026-06-10,365,5390,650,0.023593062648531123,375763.0,0.35000034263966595,1
654,M,1984-06-15,41.0,2337.86,Superior,2,Residencial,1435.31,1,App,True,2024-11-12,2026-11-12,730,7455,654,0.6139418100313963,95852.26,0.16924636840062218,0
658,O,1965-12-01,60.0,19599.17,Pós,3,Vida,134.05,3,Agência Física,True,2025-02-23,2025-08-22,180,5919,658,0.0068395753493642845,1175950.2,0.3485791000191787,1
660,M,1996-07-11,29.0,14130.51,Técnico,4,Residencial,112.46,3,App,False,2025-03-11,2027-03-11,730,2459,660,0.007958665327719949,409784.79,0.2303689245678322,0
660,M,1996-07-11,29.0,14130.51,Técnico,4,Auto,1274.95,2,Site,True,2023-08-07,2025-08-06,730,1504,660,0.09022675048529742,409784.79,0.26575211889893124,0
660,M,1996-07-11,29.0,14130.51,Técnico,4,Empresarial,1072.72,1,Agência Física,True,2023-10-12,2025-10-11,730,5514,660,0.07591516512850563,409784.79,0.3012788391923675,1
662,O,1982-04-25,43.0,8771.58,Médio,1,Saúde,370.89,3,App,True,2025-07-07,2027-07-07,730,4937,662,0.04228314625187252,377177.94,0.2736340224483976,0
664,F,1959-07-16,66.0,10065.57,Técnico,1,Saúde,1143.58,3,App,True,2024-12-08,2026-12-08,730,4529,664,0.11361303930130137,664327.62,0.2736178265072501,0
664,F,1959-07-16,66.0,10065.57,Técnico,1,Vida,936.85,2,Agência Física,True,2023-12-12,2025-12-11,730,9705,664,0.09307470913222003,664327.62,0.25728983713110837,0
665,O,2001-12-13,24.0,8516.61,Médio,1,Saúde,91.09,2,Agência Física,True,2024-01-18,2026-01-17,730,11806,665,0.010695570185789887,204398.64,0.18626433141297663,0
667,O,1986-07-02,39.0,15661.56,Fundamental,1,Vida,640.93,3,Site,False,2024-02-24,2026-02-23,730,11143,667,0.04092376493784783,610800.84,0.24965616251141698,0
671,O,2000-04-30,25.0,2318.38,Pós,4,Auto,933.97,2,Corretor,False,2023-09-02,2025-09-01,730,3947,671,0.40285457949085135,57959.5,0.28263028464731876,0
671,O,2000-04-30,25.0,2318.38,Pós,4,Auto,417.75,2,Agência Física,True,2024-11-17,2025-11-17,365,8711,671,0.1801904778336597,57959.5,0.3340337922132285,1
673,O,1991-10-11,34.0,19879.44,Médio,1,Auto,440.81,1,Site,True,2025-01-10,2027-01-10,730,9847,673,0.022174165871875668,675900.96,0.11565565083813484,0
674,O,2004-03-29,21.0,12158.04,Técnico,3,Auto,344.49,3,Agência Física,True,2024-08-13,2025-08-13,365,2496,674,0.02833433678454751,255318.84,0.3562040195975824,1
675,O,1998-03-27,27.0,16640.08,Médio,1,Residencial,919.96,2,Corretor,False,2025-01-14,2027-01-14,730,10850,675,0.05528579189523127,449282.16,0.3299803387502236,1
675,O,1998-03-27,27.0,16640.08,Médio,1,Empresarial,598.63,1,Site,False,2025-02-21,2025-08-20,180,11780,675,0.03597518761929029,449282.16,0.5922835676534209,1
679,O,1944-08-25,81.0,9403.21,Pós,0,Residencial,982.66,3,Agência Física,False,2025-04-26,2026-04-26,365,6460,679,0.10450261134229694,761660.01,0.42214292583712076,1
679,O,1944-08-25,81.0,9403.21,Pós,0,Empresarial,1333.27,2,Agência Física,True,2024-06-15,2026-06-15,730,11077,679,0.1417888146707348,761660.01,0.29602059315346396,0
681,O,1984-05-03,41.0,7396.59,Pós,0,Vida,311.03,1,App,True,2025-06-18,2026-06-18,365,8388,681,0.04205045838690532,303260.19,0.3637509143170033,1
682,M,1989-08-07,36.0,7047.94,Médio,0,Saúde,643.1,1,Agência Física,False,2025-04-14,2025-10-11,180,10562,682,0.0912465202598206,253725.84,0.7613137247031811,1
683,O,1964-02-05,61.0,10260.1,Médio,3,Vida,441.99,2,Site,False,2025-06-10,2027-06-10,730,8698,683,0.04307852749973197,625866.1,0.3205798122024922,1
684,O,1954-04-26,71.0,4170.51,Pós,1,Vida,1497.46,3,Corretor,True,2025-06-08,2027-06-08,730,341,684,0.3590592037904237,296106.21,0.17872146656266882,0
684,O,1954-04-26,71.0,4170.51,Pós,1,Auto,545.08,3,App,True,2024-09-04,2026-09-04,730,2240,684,0.13069864357116995,296106.21,0.37971209632196407,1
686,O,1987-02-02,38.0,3980.72,Médio,1,Empresarial,542.57,2,Agência Física,False,2023-09-19,2025-09-18,730,6745,686,0.13629946341365382,151267.36,0.29615331662378475,0
687,M,1950-09-01,75.0,7609.87,Fundamental,2,Vida,916.71,2,Site,False,2025-05-28,2025-11-24,180,10605,687,0.12046329306545316,570740.25,0.5394752890852044,1
688,F,1956-06-11,69.0,17171.97,Fundamental,0,Empresarial,585.29,1,Site,True,2024-03-02,2026-03-02,730,1748,688,0.03408403345684857,1184865.93,0.1643643675857656,0
689,O,1977-12-01,48.0,16844.02,Fundamental,2,Saúde,385.96,3,Agência Física,True,2025-05-30,2027-05-30,730,4578,689,0.022913769990774175,808512.96,0.32595068778849173,1
690,F,2006-10-26,19.0,13962.93,Técnico,1,Saúde,1218.41,1,Agência Física,True,2025-06-06,2025-12-03,180,5577,690,0.08726033862520259,265295.67,0.43199832532485544,1
691,M,1963-11-27,62.0,4981.02,Técnico,2,Vida,82.18,2,Agência Física,True,2024-05-15,2026-05-15,730,1686,691,0.016498628794905462,308823.24,0.28812677827897704,0
691,M,1963-11-27,62.0,4981.02,Técnico,2,Residencial,164.71,3,Corretor,False,2025-05-11,2026-05-11,365,10386,691,0.033067524322327554,308823.24,0.20606296686134873,0
693,F,1972-09-02,53.0,7108.98,Fundamental,0,Auto,874.46,3,App,True,2023-08-26,2025-08-25,730,11661,693,0.1230078014004822,376775.94,0.42299180023468347,1
697,F,1994-08-09,31.0,15847.01,Pós,2,Auto,1260.03,3,App,True,2024-09-26,2026-09-26,730,11226,697,0.07951216033813319,491257.31,0.19359555289147942,0
698,O,1981-02-07,44.0,13501.34,Superior,0,Residencial,1093.11,1,App,True,2024-10-20,2026-10-20,730,7739,698,0.08096307477628147,594058.96,0.22901704540039877,0
699,F,1973-06-20,52.0,10987.11,Pós,2,Empresarial,1026.34,2,Agência Física,True,2024-11-29,2025-11-29,365,3650,699,0.09341309953208805,571329.72,0.38665225217370275,1
701,F,1945-12-08,80.0,18415.11,Superior,3,Empresarial,1400.19,3,Agência Física,True,2024-07-22,2026-07-22,730,3316,701,0.07603484312610677,1473208.8,0.1493256506745458,0
701,F,1945-12-08,80.0,18415.11,Superior,3,Empresarial,1379.42,2,Corretor,True,2025-04-04,2027-04-04,730,9421,701,0.07490696498690477,1473208.8,0.19357356523894725,0
702,F,1982-02-03,43.0,2345.74,Médio,1,Empresarial,1303.99,3,Site,True,2024-12-21,2025-12-21,365,156,702,0.5558970729918917,100866.82,0.2751737842775806,0
702,F,1982-02-03,43.0,2345.74,Médio,1,Auto,1189.28,3,Site,True,2023-08-05,2025-08-04,730,11001,702,0.5069956602180975,100866.82,0.13983050927232726,0
703,M,1982-11-21,43.0,1800.07,Técnico,0,Empresarial,1215.67,1,Corretor,True,2025-01-04,2026-01-04,365,4406,703,0.6753459587682701,77403.01,0.4166427602566482,1
704,O,1955-09-08,70.0,12214.14,Pós,1,Residencial,582.03,2,Site,False,2023-07-30,2025-07-29,730,4417,704,0.047652147429127226,854989.8,0.3037134386114414,1
705,M,1950-08-15,75.0,5129.55,Médio,0,Empresarial,251.93,1,Agência Física,False,2024-04-06,2026-04-06,730,3813,705,0.04911346999249447,384716.25,0.317239799650323,1
705,M,1950-08-15,75.0,5129.55,Médio,0,Residencial,1038.16,3,Corretor,False,2025-05-31,2025-11-27,180,9694,705,0.20238812371455586,384716.25,0.46714744133201047,1
711,O,2005-02-02,20.0,19820.99,Fundamental,0,Residencial,182.27,1,Agência Física,False,2024-10-05,2025-10-05,365,461,711,0.009195807071190693,396419.8,0.3646598813550163,1
712,M,1998-10-02,27.0,17022.77,Fundamental,1,Empresarial,269.02,1,Agência Física,False,2025-02-12,2026-02-12,365,6222,712,0.01580353843704638,459614.79,0.23359162029607874,0
712,M,1998-10-02,27.0,17022.77,Fundamental,1,Vida,1259.51,2,Site,True,2023-10-26,2025-10-25,730,7127,712,0.07398972082686896,459614.79,0.21598994593165,0
714,M,1996-01-08,29.0,17087.08,Médio,1,Residencial,514.39,2,Site,False,2024-08-11,2026-08-11,730,7431,714,0.030104031818192458,495525.32,0.1776922882963804,0
715,O,1988-01-15,37.0,4294.05,Médio,5,Empresarial,849.04,3,App,False,2025-01-24,2026-01-24,365,1363,715,0.1977247586777052,158879.85,0.375743154874864,1
715,O,1988-01-15,37.0,4294.05,Médio,5,Residencial,886.23,3,Agência Física,True,2024-02-22,2026-02-21,730,3127,715,0.20638558004680896,158879.85,0.21846395787780284,0
715,O,1988-01-15,37.0,4294.05,Médio,5,Empresarial,683.48,2,Site,True,2025-06-05,2025-12-02,180,2754,715,0.15916908280061945,158879.85,0.609158751400128,1
716,F,1955-01-25,70.0,8404.21,Técnico,2,Residencial,1239.4,1,App,True,2024-07-03,2026-07-03,730,949,716,0.1474737066303674,588294.7,0.347563487039157,1
716,F,1955-01-25,70.0,8404.21,Técnico,2,Empresarial,656.77,3,Corretor,False,2025-04-26,2026-04-26,365,6047,716,0.07814773785995352,588294.7,0.554963749623869,1
716,F,1955-01-25,70.0,8404.21,Técnico,2,Empresarial,1064.05,3,Corretor,True,2024-11-03,2026-11-03,730,8974,716,0.12660916374055384,588294.7,0.3220941088922578,1
717,O,2005-07-02,20.0,18777.22,Pós,1,Empresarial,1373.04,1,App,True,2025-05-26,2025-11-22,180,3273,717,0.07312264541822484,375544.4,0.2624984978555259,0
719,F,1988-05-26,37.0,1719.24,Técnico,3,Empresarial,1395.3,1,Site,True,2023-10-20,2025-10-19,730,6626,719,0.8115795351434355,63611.88,0.052963462773516115,0
720,F,1961-09-14,64.0,11411.15,Superior,1,Auto,195.32,1,Site,False,2025-03-15,2027-03-15,730,2062,720,0.017116592105090197,730313.6,0.2319898665926296,0
721,O,1985-06-13,40.0,16543.41,Pós,3,Saúde,334.87,3,Site,True,2024-04-13,2026-04-13,730,5884,721,0.020241896924515564,661736.4,0.3001833195372773,1
722,M,1962-08-05,63.0,3479.8,Fundamental,0,Empresarial,1328.32,1,Corretor,False,2024-10-30,2026-10-30,730,1493,722,0.3817230875337663,219227.4,0.2608755010792958,0
722,M,1962-08-05,63.0,3479.8,Fundamental,0,Residencial,1290.51,2,Site,False,2025-06-26,2025-12-23,180,9588,722,0.37085752054715787,219227.4,0.5719846828536564,1
727,O,1986-09-09,39.0,16819.15,Fundamental,2,Empresarial,721.13,1,App,False,2025-06-03,2027-06-03,730,1286,727,0.04287553175992841,655946.85,0.19256752311021172,0
727,O,1986-09-09,39.0,16819.15,Fundamental,2,Residencial,126.12,1,Corretor,True,2025-05-06,2026-05-06,365,7084,727,0.007498595351132489,655946.85,0.2752190791808255,0
729,F,1998-08-20,27.0,8477.64,Pós,0,Saúde,563.65,1,Agência Física,False,2024-11-29,2025-11-29,365,8371,729,0.06648666374132424,228896.28,0.4529819663098906,1
729,F,1998-08-20,27.0,8477.64,Pós,0,Empresarial,1123.56,3,Agência Física,False,2025-01-06,2027-01-06,730,9482,729,0.13253216697099665,228896.28,0.26427482662655316,0
732,M,1976-11-11,49.0,18053.64,Fundamental,0,Vida,585.21,1,App,False,2024-12-22,2025-12-22,365,5125,732,0.032415069758785484,884628.36,0.4137353164107779,1
733,M,1974-02-07,51.0,18173.55,Técnico,0,Empresarial,330.29,2,Agência Física,False,2024-10-07,2025-10-07,365,10869,733,0.018174214724145807,926851.05,0.2589094608100138,0
734,F,1980-04-14,45.0,2361.4,Fundamental,2,Vida,233.07,1,Site,False,2023-08-28,2025-08-27,730,1466,734,0.09869992377403235,106263.0,0.1952402209096087,0
735,F,1957-07-11,68.0,18137.27,Técnico,2,Auto,1412.47,3,Agência Física,False,2025-03-13,2026-03-13,365,798,735,0.07787665949726723,1233334.36,0.27729206392162115,0
735,F,1957-07-11,68.0,18137.27,Técnico,2,Vida,831.19,2,App,True,2024-09-17,2025-09-17,365,4554,735,0.0458277348244802,1233334.36,0.3170952620362483,1
736,M,1990-01-13,35.0,4818.06,Superior,0,Residencial,1257.83,2,App,False,2025-02-05,2025-08-04,180,3187,736,0.2610656571317086,168632.1,0.4485778800006817,1
736,M,1990-01-13,35.0,4818.06,Superior,0,Empresarial,1063.18,3,Agência Física,True,2024-02-22,2026-02-21,730,9731,736,0.2206655790919997,168632.1,0.28228746227094226,0
737,M,1989-07-17,36.0,12360.17,Pós,3,Saúde,697.08,3,App,False,2024-03-18,2026-03-18,730,4198,737,0.05639728256164762,444966.12,0.390196943468265,1
738,M,1956-02-07,69.0,7036.62,Técnico,0,Auto,501.69,2,Corretor,False,2025-04-25,2027-04-25,730,11071,738,0.07129701475992735,485526.78,0.24351761984134887,0
740,O,1971-04-18,54.0,7637.0,Médio,3,Empresarial,729.74,3,Site,False,2024-02-16,2026-02-15,730,8082,740,0.09555322770721487,412398.0,0.3737167671690243,1
740,O,1971-04-18,54.0,7637.0,Médio,3,Auto,194.28,3,Site,True,2024-07-17,2026-07-17,730,10785,740,0.02543930862904282,412398.0,0.20849368140144922,0
741,O,1970-05-14,55.0,14897.03,Técnico,1,Auto,1201.57,1,Site,True,2025-03-30,2026-03-30,365,146,741,0.08065835941795109,819336.65,0.4171675677807332,1
742,F,1984-02-28,41.0,2493.38,Pós,2,Auto,1248.29,3,Agência Física,True,2025-03-25,2025-09-21,180,2337,742,0.5006416992195333,102228.58,0.47860981991968526,1
742,F,1984-02-28,41.0,2493.38,Pós,2,Empresarial,1150.85,3,App,False,2025-02-28,2026-02-28,365,7100,742,0.4615622167499539,102228.58,0.3220005471061727,1
742,F,1984-02-28,41.0,2493.38,Pós,2,Auto,497.9,3,Site,False,2025-06-14,2027-06-14,730,6860,742,0.19968877587852635,102228.58,0.148850846236806,0
743,M,1968-02-15,57.0,7800.97,Técnico,1,Vida,947.55,2,Site,True,2023-08-20,2025-08-19,730,4467,743,0.12146566388538861,444655.29,0.2938885512500695,0
744,O,1982-12-30,43.0,8839.01,Superior,3,Saúde,1389.76,1,Corretor,False,2025-05-30,2027-05-30,730,2486,744,0.15723027805150125,380077.43,0.334074923071804,1
744,O,1982-12-30,43.0,8839.01,Superior,3,Saúde,992.68,2,App,False,2025-05-25,2026-05-25,365,7968,744,0.11230669498054646,380077.43,0.4108285672440711,1
745,O,1999-03-12,26.0,6556.55,Pós,0,Residencial,942.77,1,App,True,2024-12-05,2026-12-05,730,2505,745,0.14379056058445372,170470.3,0.4316414042052067,1
751,F,1995-05-18,30.0,7358.55,Fundamental,3,Auto,106.01,2,App,True,2024-12-17,2026-12-17,730,2134,751,0.014406370820338245,220756.5,0.3291597197997019,1
753,F,1955-08-18,70.0,3391.28,Fundamental,0,Saúde,367.84,3,Site,False,2024-02-13,2026-02-12,730,7390,753,0.1084664197589111,237389.6,0.22076332210067537,0
758,F,1974-04-16,51.0,8674.29,Fundamental,1,Auto,745.61,1,Corretor,False,2025-04-10,2027-04-10,730,1164,758,0.08595631458021348,442388.79,0.17802071531543476,0
767,O,1956-04-07,69.0,8527.96,Superior,1,Vida,559.91,1,Site,False,2025-03-16,2027-03-16,730,4313,767,0.06565579575889192,588429.24,0.20265705585718158,0
768,F,2002-07-02,23.0,9466.4,Técnico,2,Residencial,169.98,1,App,True,2025-02-11,2027-02-11,730,6629,768,0.017956139609566466,217727.2,0.26414266966735334,0
772,O,2006-11-12,19.0,15966.53,Superior,1,Vida,793.57,3,Site,False,2024-06-22,2026-06-22,730,3331,772,0.049702095571172944,303364.07,0.14089408343421952,0
772,O,2006-11-12,19.0,15966.53,Superior,1,Saúde,734.75,3,Agência Física,True,2023-10-16,2025-10-15,730,9852,772,0.04601813919492839,303364.07,0.1264333375654149,0
774,M,1971-11-13,54.0,18743.24,Médio,1,Residencial,1323.66,2,App,True,2024-02-01,2026-01-31,730,11534,774,0.07062066110234944,1012134.96,0.2098021476818778,0
777,F,1971-10-04,54.0,16878.71,Fundamental,0,Auto,132.47,1,Site,True,2023-12-13,2025-12-12,730,4646,777,0.007848348600100363,911450.34,0.08513474524732072,0
778,F,1946-04-04,79.0,13950.09,Médio,2,Auto,1373.93,1,App,False,2023-12-04,2025-12-03,730,2504,778,0.09848897032205527,1102057.11,0.22535454933794294,0
778,F,1946-04-04,79.0,13950.09,Médio,2,Saúde,1454.15,1,Agência Física,True,2023-08-28,2025-08-27,730,9735,778,0.10423947085646043,1102057.11,0.13944875145275254,0
779,F,1962-11-20,63.0,5977.39,Médio,3,Residencial,529.22,2,Agência Física,True,2023-11-13,2025-11-12,730,3395,779,0.08853697014917883,376575.57,0.39223161742424967,1
781,O,1980-01-29,45.0,10365.84,Pós,0,Auto,414.0,1,Site,True,2024-06-11,2026-06-11,730,191,781,0.039938876154754464,466462.8,0.1974330984573197,0
782,O,1993-10-26,32.0,18584.67,Pós,2,Auto,847.23,2,Agência Física,False,2024-06-15,2026-06-15,730,652,782,0.04558757298353966,594709.44,0.1806882639890583,0
